p
"(:OntologyClass:NeedsReview {name: cab81-18-d, source: learned_from_dataset, uri: https://example.org/ontology#cab81-18-d})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: cadmium plating, source: learned_from_dataset, uri: https://example.org/ontology#cadmium plating})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: cadmium plating, source: learned_from_dataset, uri: https://example.org/ontology#cadmium plating})-[:HASPROPERTY]->(:OntologyClass {name: CorrosionResistance})"
"(:OntologyClass:NeedsReview {name: cannon A232, source: learned_from_dataset, uri: https://example.org/ontology#cannon A232})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: cannon A232, source: learned_from_dataset, uri: https://example.org/ontology#cannon A232})-[:RELATEDTO]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: cannon A232, source: learned_from_dataset, uri: https://example.org/ontology#cannon A232})-[:RELATEDTO]->(:OntologyClass {name: IntegratedCircuit, source: Baseline, uri: https://schema.org/IntegratedCircuit})"
"(:OntologyClass:NeedsReview {name: cannon D2, source: learned_from_dataset, uri: https://example.org/ontology#cannon D2})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: cannon A233, source: learned_from_dataset, uri: https://example.org/ontology#cannon A233})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: cannon A233, source: learned_from_dataset, uri: https://example.org/ontology#cannon A233})-[:PARTOF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: cannon, source: learned_from_dataset, uri: https://example.org/ontology#cannon})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: cannon, source: learned_from_dataset, uri: https://example.org/ontology#cannon})-[:RELATEDTO]->(:OntologyClass {name: Historical Warfare})"
"(:OntologyClass:NeedsReview {name: cannon, source: learned_from_dataset, uri: https://example.org/ontology#cannon})-[:USEDIN]->(:OntologyClass {name: Military Weaponry})"
"(:OntologyClass:NeedsReview {name: cannon D1, source: learned_from_dataset, uri: https://example.org/ontology#cannon D1})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: cannon D1, source: learned_from_dataset, uri: https://example.org/ontology#cannon D1})-[:PARTOF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: cannon A240, source: learned_from_dataset, uri: https://example.org/ontology#cannon A240})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: cannon A240, source: learned_from_dataset, uri: https://example.org/ontology#cannon A240})-[:RELATEDTO]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: cannon A240, source: learned_from_dataset, uri: https://example.org/ontology#cannon A240})-[:RELATEDTO]->(:OntologyClass {name: RFComponent, source: Baseline, uri: https://schema.org/RFComponent})"
"(:OntologyClass:NeedsReview {name: cannon ca bayonet connectors, source: learned_from_dataset, uri: https://example.org/ontology#cannon ca bayonet connectors})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: cannon ca bayonet connectors, source: learned_from_dataset, uri: https://example.org/ontology#cannon ca bayonet connectors})-[:RELATEDTO]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: cannon ca bayonet connectors, source: learned_from_dataset, uri: https://example.org/ontology#cannon ca bayonet connectors})-[:USEDIN]->(:OntologyClass {name: Connector, source: Baseline, uri: https://schema.org/Connector})"
"(:OntologyClass:NeedsReview {name: cannon connector, source: learned_from_dataset, uri: https://example.org/ontology#cannon connector})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: cannon connector, source: learned_from_dataset, uri: https://example.org/ontology#cannon connector})-[:USEDIN]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: cannon ca industrial connector, source: learned_from_dataset, uri: https://example.org/ontology#cannon ca industrial connector})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: cannon ca industrial connector, source: learned_from_dataset, uri: https://example.org/ontology#cannon ca industrial connector})-[:USEDIN]->(:OntologyClass {name: Industrial applications})"
"(:OntologyClass:NeedsReview {name: cannon ca industrial connector, source: learned_from_dataset, uri: https://example.org/ontology#cannon ca industrial connector})-[:MANUFACTUREDBY]->(:OntologyClass {name: Cannon Ca})"
"(:OntologyClass:NeedsReview {name: cannon ca-bayonet ip69k straight plug, source: learned_from_dataset, uri: https://example.org/ontology#cannon ca-bayonet ip69k straight plug})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: cannon ca-bayonet ip69k straight plug, source: learned_from_dataset, uri: https://example.org/ontology#cannon ca-bayonet ip69k straight plug})-[:HASPROPERTY]->(:OntologyClass {name: IP69K rating})"
"(:OntologyClass:NeedsReview {name: cannon ca-bayonet series connector, source: learned_from_dataset, uri: https://example.org/ontology#cannon ca-bayonet series connector})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: cannon ca-bayonet series connector, source: learned_from_dataset, uri: https://example.org/ontology#cannon ca-bayonet series connector})-[:RELATEDTO]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: cannon d-subs, source: learned_from_dataset, uri: https://example.org/ontology#cannon d-subs})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: cannon d-subs, source: learned_from_dataset, uri: https://example.org/ontology#cannon d-subs})-[:PARTOF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: cannon fiber optic connectors, source: learned_from_dataset, uri: https://example.org/ontology#cannon fiber optic connectors})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: cannon fiber optic connectors, source: learned_from_dataset, uri: https://example.org/ontology#cannon fiber optic connectors})-[:USEDIN]->(:OntologyClass {name: Usage context})"
"(:OntologyClass:NeedsReview {name: cannon fiber optic connectors, source: learned_from_dataset, uri: https://example.org/ontology#cannon fiber optic connectors})-[:CONNECTSWITH]->(:OntologyClass {name: Electrical signals})"
"(:OntologyClass:NeedsReview {name: cannon mil-dtl-38999 high density contact arrangements, source: learned_from_dataset, uri: https://example.org/ontology#cannon mil-dtl-38999 high density contact arrangements})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: cannon mil-dtl-38999 high density contact arrangements, source: learned_from_dataset, uri: https://example.org/ontology#cannon mil-dtl-38999 high density contact arrangements})-[:USEDIN]->(:OntologyClass {name: mil-dtl-38999 high density contact arrangements})"
"(:OntologyClass:NeedsReview {name: cannon kpt, source: learned_from_dataset, uri: https://example.org/ontology#cannon kpt})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: cannon kpt, source: learned_from_dataset, uri: https://example.org/ontology#cannon kpt})-[:PARTOF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: cannon roller bolts, source: learned_from_dataset, uri: https://example.org/ontology#cannon roller bolts})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: cannon roller bolts, source: learned_from_dataset, uri: https://example.org/ontology#cannon roller bolts})-[:PARTOF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: cannon products, source: learned_from_dataset, uri: https://example.org/ontology#cannon products})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: cannon products, source: learned_from_dataset, uri: https://example.org/ontology#cannon products})-[:RELATEDTO]->(:OntologyClass {name: Transistor, source: Baseline, uri: https://schema.org/Transistor})"
"(:OntologyClass:NeedsReview {name: cannon products, source: learned_from_dataset, uri: https://example.org/ontology#cannon products})-[:PARTOF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: cannon kpt connector, source: learned_from_dataset, uri: https://example.org/ontology#cannon kpt connector})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: cannon kpt connector, source: learned_from_dataset, uri: https://example.org/ontology#cannon kpt connector})-[:RELATEDTO]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: cannon kpt connector, source: learned_from_dataset, uri: https://example.org/ontology#cannon kpt connector})-[:RELATEDTO]->(:OntologyClass {name: Capacitor, source: Baseline, uri: https://schema.org/Capacitor})"
"(:OntologyClass:NeedsReview {name: cannon kpt connector, source: learned_from_dataset, uri: https://example.org/ontology#cannon kpt connector})-[:CLASSIFIEDAS]->(:OntologyClass {name: Electromechanical, source: Baseline, uri: https://schema.org/Electromechanical})"
"(:OntologyClass:NeedsReview {name: cannon kpt connector, source: learned_from_dataset, uri: https://example.org/ontology#cannon kpt connector})-[:USEDWITH]->(:OntologyClass {name: Cable, source: Baseline, uri: https://schema.org/Cable})"
"(:OntologyClass:NeedsReview {name: cannon A66, source: learned_from_dataset, uri: https://example.org/ontology#cannon A66})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: cannon A66, source: learned_from_dataset, uri: https://example.org/ontology#cannon A66})-[:RELATEDTO]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: cannon A66, source: learned_from_dataset, uri: https://example.org/ontology#cannon A66})-[:PARTOF]->(:OntologyClass {name: Resistor, source: Baseline, uri: https://schema.org/Resistor})"
"(:OntologyClass:NeedsReview {name: cannon A66, source: learned_from_dataset, uri: https://example.org/ontology#cannon A66})-[:USEDIN]->(:OntologyClass {name: Transistor, source: Baseline, uri: https://schema.org/Transistor})"
"(:OntologyClass:NeedsReview {name: cannon A66, source: learned_from_dataset, uri: https://example.org/ontology#cannon A66})-[:USES]->(:OntologyClass {name: RFComponent, source: Baseline, uri: https://schema.org/RFComponent})"
"(:OntologyClass:NeedsReview {name: cannon A66, source: learned_from_dataset, uri: https://example.org/ontology#cannon A66})-[:CONTAINS]->(:OntologyClass {name: IntegratedCircuit, source: Baseline, uri: https://schema.org/IntegratedCircuit})"
"(:OntologyClass:NeedsReview {name: cannon A66, source: learned_from_dataset, uri: https://example.org/ontology#cannon A66})-[:COMPRISES]->(:OntologyClass {name: PassiveComponent, source: Baseline, uri: https://schema.org/PassiveComponent})"
"(:OntologyClass:NeedsReview {name: cannon A66, source: learned_from_dataset, uri: https://example.org/ontology#cannon A66})-[:INCLUDEDIN]->(:OntologyClass {name: Capacitor, source: Baseline, uri: https://schema.org/Capacitor})"
"(:OntologyClass:NeedsReview {name: cannon A66, source: learned_from_dataset, uri: https://example.org/ontology#cannon A66})-[:INCLUDES]->(:OntologyClass {name: ChipAntenna, source: Baseline, uri: https://schema.org/ChipAntenna})"
"(:OntologyClass:NeedsReview {name: cannon A66, source: learned_from_dataset, uri: https://example.org/ontology#cannon A66})-[:INVOLVES]->(:OntologyClass {name: Electromechanical, source: Baseline, uri: https://schema.org/Electromechanical})"
"(:OntologyClass:NeedsReview {name: cannon A66, source: learned_from_dataset, uri: https://example.org/ontology#cannon A66})-[:FEATURES]->(:OntologyClass {name: Antenna, source: Baseline, uri: https://schema.org/Antenna})"
"(:OntologyClass:NeedsReview {name: cannonstrasse 1, source: learned_from_dataset, uri: https://example.org/ontology#cannonstrasse 1})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: cannonstrasse 1, source: learned_from_dataset, uri: https://example.org/ontology#cannonstrasse 1})-[:RELATEDTO]->(:OntologyClass {name: RFComponent, source: Baseline, uri: https://schema.org/RFComponent})"
"(:OntologyClass:NeedsReview {name: cannon d1, source: learned_from_dataset, uri: https://example.org/ontology#cannon d1})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: cannon d1, source: learned_from_dataset, uri: https://example.org/ontology#cannon d1})-[:PARTOF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: cannon d1, source: learned_from_dataset, uri: https://example.org/ontology#cannon d1})-[:USEDIN]->(:OntologyClass {name: Resistor, source: Baseline, uri: https://schema.org/Resistor})"
"(:OntologyClass:NeedsReview {name: cannon d1, source: learned_from_dataset, uri: https://example.org/ontology#cannon d1})-[:USEDIN]->(:OntologyClass {name: Diode, source: Baseline, uri: https://schema.org/Diode})"
"(:OntologyClass:NeedsReview {name: cannon d1, source: learned_from_dataset, uri: https://example.org/ontology#cannon d1})-[:USEDIN]->(:OntologyClass {name: Transistor, source: Baseline, uri: https://schema.org/Transistor})"
